id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0t7ZUtJLGTx6WRJZajohxC,0.234,0.633,0.933,0.000161,0.072,-3.572,0.0349,128.588,0.965
2s9SV3uTSdEf2Z3pSfou6d,0.689,0.654,0.542,0.584,0.204,-14.696,0.0419,78.015,0.877
6jCCteoiDn9CRVsq4hOxm9,0.129,0.587,0.956,0.00193,0.337,-4.613,0.0514,123.577,0.606
3bcEhGUqkBcT3LhY7t7w4O,0.0344,0.633,0.769,0.00035,0.124,-6.584,0.0247,112.096,0.767
2TgVLVuBUBp8Dc6tER4mg4,0.221,0.33,0.895,0.737,0.408,-3.435,0.0399,144.945,0.54
2Ad6XtuJWYDQZXxoEQ0EWi,0.617,0.602,0.489,0.00208,0.106,-9.814,0.0284,94.471,0.533
7kvSRp06ghqaJaJlRyi7HK,0.434,0.48,0.434,0.0109,0.158,-9.816,0.0289,83.516,0.338
4gh4tTzfOgaZI13ksyESSR,0.141,0.665,0.799,0.485,0.43,-8.92,0.0301,95.451,0.969
2IFSEoQQSmZBMoGuJ4UqCm,0.177,0.496,0.964,0.00984,0.848,-4.747,0.0671,129.723,0.574
36TXHtQ5NAe2cPGprUq9dR,0.549,0.221,0.808,0.00206,0.815,-5.817,0.0579,174.927,0.344
5VJkazOH2I6uIQ3CsRV4i9,0.364,0.55,0.671,0.0,0.24,-9.861,0.0302,131.218,0.853
7Im4IUlD1OBIvrzQLm1XXt,0.238,0.318,0.69,0.000154,0.735,-6.217,0.0305,157.003,0.417
6j7yZyys6FJOcPhDyBZHmI,0.0252,0.251,0.926,0.0661,0.901,-6.013,0.0997,155.776,0.767
2w2ZqPMmPAmtjQnEhTsNHP,0.122,0.37,0.89,0.000808,0.7,-6.004,0.0408,78.472,0.723
5JCh3eM1P3sU0IZBGCDkHQ,0.239,0.417,0.677,0.00296,0.759,-8.309,0.0461,111.718,0.589
24OfH4wnFqG3axUKDXdA5b,0.102,0.741,0.943,0.0561,0.18,-3.682,0.0696,121.752,0.746
5rOfVqZo7WbDPn5zHYvqxL,0.00865,0.504,0.678,0.0,0.0805,-10.38,0.0367,140.618,0.953
6nrRJBTr0qU66SGPxBkkpf,0.0482,0.347,0.916,0.0499,0.973,-5.455,0.081,150.435,0.795
6QtxrobAYG2mMfM9LcW6Y4,0.0293,0.437,0.948,0.756,0.976,-5.321,0.0943,116.343,0.727
1ZVk6O2dxWKDyQIKIB2eOa,0.194,0.292,0.608,0.00879,0.746,-8.809,0.0341,98.803,0.43
78WZnssOo9rS83np6YWmWS,0.707,0.484,0.867,0.0851,0.117,-10.248,0.0897,126.16,0.203
0dd2UF1SKstYg7LB5RTnHF,0.568,0.306,0.724,7.57e-06,0.714,-8.128,0.0574,75.019,0.381
70YcKr7MG9Cab04vabNQzb,0.659,0.51,0.882,4.71e-06,0.38,-10.384,0.193,114.386,0.653
34Kgv4n8fsGyjylmg3jUx0,0.756,0.36,0.595,0.618,0.144,-10.074,0.0337,134.097,0.273
74ovm5nxfvGW6C7nfV5ECn,0.0442,0.2,0.974,0.000844,0.989,-3.546,0.118,158.729,0.295
6OhWi7WLeb1DoCyYOwNLp6,0.0611,0.405,0.909,0.109,0.98,-3.834,0.0413,149.819,0.656
2L0zopswuxWQNIinFQR20n,0.00331,0.467,0.905,0.0504,0.195,-6.441,0.0785,169.387,0.565
3Weg62FHtBqHbW9UU63DSm,0.0006,0.558,0.744,0.0192,0.181,-11.03,0.0282,125.632,0.962
4vGmdNInQ0n8oNIKn0HR0l,0.0398,0.412,0.787,0.49,0.735,-8.142,0.0505,114.076,0.802
1PgQOywdZvwunO8l8FTbQS,0.0239,0.407,0.958,0.000141,0.888,-5.106,0.0636,109.382,0.23
5hfIoYEqpC05MM0a0NKRbj,0.726,0.438,0.757,0.00167,0.433,-7.443,0.0439,108.839,0.569
5VqEIp9rGKFYiCRDKmkSbI,0.216,0.648,0.821,1.38e-06,0.0712,-8.978,0.116,144.092,0.611
5IRpllm7jTE2Car8yJpLSR,0.0997,0.438,0.957,0.00554,0.774,-5.064,0.135,119.245,0.272
6VVhdTGkSM7qvRshro3Bqv,0.0111,0.394,0.866,9.93e-05,0.816,-5.711,0.0371,132.926,0.437
1F01GEjgjcVZsqYZqOaR7A,0.663,0.49,0.444,6.66e-05,0.116,-11.763,0.0302,138.375,0.507
7j5teB6BOk5n7K0gOxBT5G,0.000756,0.501,0.9,0.419,0.239,-8.954,0.0554,152.954,0.94
0pWFBRHbZuMTLhGLIkzIWO,0.0332,0.333,0.745,0.278,0.705,-8.368,0.0759,167.045,0.527
0JmjIBgBKSpbdV3plW7YFJ,0.4,0.488,0.351,0.261,0.935,-12.649,0.0292,80.2,0.191
5SAXn4DBU86CLSmxhpIYAH,0.184,0.549,0.614,2.2e-06,0.118,-7.965,0.0329,115.74,0.691
0CxcNZFoAULGLih1zDG1o2,0.776,0.632,0.529,0.0,0.405,-9.39,0.108,144.267,0.568
6nPdtCy29uNvDnFynt1AXL,0.139,0.304,0.881,0.00121,0.967,-7.638,0.111,132.722,0.675
6RGzYkvUeDxTHPgvud1He8,0.545,0.355,0.603,0.00231,0.0903,-5.566,0.032,78.063,0.645
1Y7a8V3ihh9zpmmiqJ3sue,0.0546,0.394,0.956,6.58e-06,0.328,-4.424,0.0477,122.963,0.917
1Wkbdv5UDv3slS34WWJOAN,0.675,0.378,0.986,0.621,0.971,-5.232,0.0833,140.253,0.436
2UJgauWI0IICuOvcgM23e6,0.657,0.705,0.455,0.0,0.246,-11.329,0.0367,119.068,0.601
0kAjEpT0AXtF2uKhQXo7Ea,0.155,0.701,0.516,0.0262,0.289,-10.647,0.0348,99.337,0.619
72MWPhm7Wdf3Z2EmQNLxCt,0.163,0.568,0.843,2.95e-06,0.0823,-9.858,0.11,174.623,0.573
4hH58AvAjRwnWQnC5IXhzR,0.578,0.594,0.609,0.000337,0.229,-3.171,0.0311,142.838,0.404
7p0sTErcMXc1jJ2Ff4QlcT,0.313,0.192,0.964,0.538,0.968,-4.264,0.0609,138.005,0.191
2JMQKVRanp4auj0hGkw3GE,0.439,0.34,0.989,0.722,0.982,-4.734,0.108,139.361,0.164
6AVKE5u8rlivyOOuEfS8MD,0.0894,0.694,0.475,0.133,0.0414,-9.182,0.0886,113.811,0.855
1ju3wAEZDmrxlNS35CTZ9w,0.0178,0.469,0.788,0.183,0.273,-9.172,0.0303,151.927,0.953
3AimOHNaAgGglOr0FcqeFP,0.0767,0.413,0.867,0.00503,0.343,-4.713,0.0348,129.017,0.811
0DVvriR7kwQ0oommPw6QO9,0.257,0.655,0.972,0.297,0.165,-3.502,0.0362,135.922,0.973
6efcLdcSYvjXJKYKiDdlyS,0.202,0.325,0.995,0.1,0.877,-2.77,0.138,158.682,0.432
5816DTCbYrkQpUNBoeupvT,0.572,0.334,0.312,2.76e-05,0.0749,-16.304,0.0454,205.687,0.296
6HHfGbvGKx0ny7NMR1HIHL,0.0145,0.555,0.94,0.628,0.057,-4.232,0.0762,131.951,0.668
7mJffnVw9vwPj4bh42lN2l,0.935,0.554,0.413,0.000994,0.145,-7.8,0.0276,105.219,0.414
54vUpRNkjPNkxs2iIG8Xc3,0.126,0.358,0.914,0.379,0.203,-5.723,0.051,183.848,0.83
0uFBtCRA9ZkL9KmElxz6Lt,0.0142,0.526,0.851,0.251,0.111,-5.128,0.0458,110.104,0.499
5GBmfENGAlLXvuQDKtydaM,0.559,0.592,0.9,0.0358,0.195,-8.302,0.0488,141.785,0.861
5Pk7w1nimgJlH5Rcd2nfNQ,0.76,0.483,0.397,0.519,0.111,-8.76,0.0308,71.902,0.384
5xysTyNKpX7HnUykxNP0fb,0.0172,0.476,0.975,0.0436,0.872,-4.198,0.0757,116.957,0.522
2cu1FrhmGzReVSaGNnTMaQ,0.0161,0.45,0.785,0.000598,0.504,-7.036,0.0318,138.648,0.57
2skiGld2KxenMUceC79a30,0.184,0.304,0.829,4.51e-05,0.326,-4.843,0.0624,152.021,0.476
0EHtgDgLhb44gcRb41p1AK,0.00746,0.265,0.885,0.00177,0.471,-4.413,0.0348,174.766,0.805
1lAlkGvyolKaqCEz6LRcPg,0.0188,0.428,0.991,0.61,0.953,-2.198,0.0783,141.86,0.577
0mdFZxSMdJorTw4SM4d7c5,0.056,0.444,0.988,0.0108,0.969,-2.471,0.143,133.133,0.549
5FMCBVnugUvShPqgxBFDpU,0.511,0.389,0.717,0.00627,0.714,-6.576,0.0263,82.795,0.633
0WA0Hrs35rxlN0z8MeznUH,0.2,0.581,0.673,0.0127,0.165,-7.847,0.0282,112.517,0.736
0uKCgpKGWpk5orWsKg7t6K,0.209,0.638,0.462,0.0887,0.335,-10.376,0.031,118.728,0.565
2iMqzwJWjp3z6J3jCTVxzI,0.122,0.48,0.934,0.198,0.701,-1.382,0.0715,108.894,0.825
2XSi3vyadAKVd4eTdyWvAJ,0.0969,0.692,0.693,0.0245,0.369,-8.231,0.0764,112.235,0.726
1T23vUhXAwRidpuk6IsnQP,0.333,0.33,0.735,0.0,0.554,-6.01,0.114,171.038,0.512
5wyqsCkNmkGYXzjjrmRiDQ,0.0506,0.719,0.574,0.000337,0.0933,-9.139,0.0298,110.769,0.862
1YBYpeIRgiajVpRhiaytNQ,0.129,0.525,0.911,0.00018,0.36,-4.612,0.0562,129.155,0.637
1RSdmgCsGAetb0nCY3PBWu,0.496,0.403,0.734,1.15e-06,0.964,-8.656,0.041,108.04,0.467
5Rim1P0I7PMI7Pn74Y9KaV,0.0215,0.294,0.986,0.0503,0.588,-5.094,0.206,142.591,0.0918
2HnCLW9FtptCdIDItg5Nl1,0.44,0.692,0.681,1.33e-05,0.0978,-9.265,0.0348,117.518,0.84
6HDDf2PwvT2DdaiijgYYsc,0.452,0.452,0.908,0.279,0.318,-2.535,0.0567,112.872,0.792
4aOy3Z4SaX3Mh1rJGh2HLz,0.0632,0.455,0.956,0.000244,0.931,-3.924,0.0555,115.786,0.69
56JUsLmYPjaBnMlhdUO3qi,0.466,0.519,0.719,0.000878,0.237,-7.218,0.0457,141.392,0.861
3niScmEbYGKZSIrLxRZRkW,0.153,0.646,0.54,6.63e-05,0.285,-12.483,0.0277,104.4,0.753
5OdKIhgMxlgw2octxDSRow,0.123,0.525,0.55,5.83e-05,0.273,-9.432,0.0397,159.608,0.336
3qz6oTJgEfKvvd2CO74d8g,0.0212,0.5,0.904,0.0865,0.284,-9.178,0.0485,151.778,0.665
1WlCBgVSr5dKErEvNjX5B7,0.0321,0.374,0.982,0.0062,0.819,-3.552,0.135,139.075,0.304
0NNBlpbiNYwy3552UWVK6Y,0.216,0.405,0.955,0.014,0.74,-4.029,0.0881,121.535,0.327
1CqNBjoeHn8TzNKk5yOlN9,0.313,0.569,0.956,0.138,0.881,-4.486,0.116,110.207,0.387
18ES31oTBekwHMiWSWriWh,0.0139,0.533,0.863,0.0977,0.586,-6.652,0.0354,139.993,0.751
67c54GNA0Elypi2Sfm80lQ,0.111,0.298,0.987,2.02e-05,0.966,-2.767,0.0463,153.36,0.902
3ah8SdDswfKAL0upDzf7sO,0.0333,0.401,0.743,0.253,0.705,-8.37,0.0522,84.056,0.508
0ZpY0O8eE3HWy3i9of01gg,0.151,0.495,0.811,0.785,0.66,-6.879,0.0392,126.69,0.964
4CThcSVRIzMSXxRCtMmaIG,0.395,0.446,0.349,0.272,0.937,-12.649,0.028,82.454,0.19
0QCvIaQwKTRCZlKkbI242C,0.144,0.254,0.895,0.00626,0.994,-3.8,0.0769,172.848,0.461
5RSni91jR9Fe3NFvZPr1iS,0.248,0.482,0.843,0.000103,0.69,-5.762,0.0772,112.06,0.429
4JdHP05cgzjSqYEOxBFZvd,0.484,0.463,0.768,0.106,0.658,-4.493,0.0424,118.77,0.896
5XpbQXsog6NzuYocw2rsMP,0.0251,0.384,0.86,2.98e-05,0.516,-4.426,0.0339,138.518,0.794
6mL5Zm8S6yId9UxwwtOKLR,0.108,0.487,0.983,3.01e-05,0.944,-4.454,0.251,143.53,0.287
5Nbvv9lWprvXHr4teTaMuB,0.654,0.488,0.674,0.000562,0.363,-6.41,0.0431,85.049,0.425
5M11LViWIpdvTuNL2ojzjU,0.0199,0.474,0.927,1.46e-05,0.113,-3.579,0.068,117.37,0.576
4ptQUOrV44edQHfB7DRVuK,0.0943,0.395,0.579,0.0925,0.176,-7.565,0.0341,90.443,0.218
53vGEyQBnwogek7ZddmLEE,0.0289,0.401,0.858,0.031,0.0571,-7.649,0.067,111.303,0.8
7ERU6lZ3hubfsMNvZfmTn0,0.153,0.435,0.47,0.00044,0.0792,-12.104,0.0328,82.544,0.353
1kXhi1GzgxTHF5aQOdq07c,0.0635,0.487,0.94,0.13,0.161,-4.4,0.0429,141.558,0.92
1VEGh373Jf1jaL5vlMrCIu,0.0484,0.448,0.952,1.97e-05,0.935,-4.349,0.0705,132.442,0.618
5gM1Le3QowMPHa2JDKPXMv,0.404,0.233,0.814,4.13e-05,0.879,-4.203,0.043,167.776,0.565
5gcHczuOpwQHA3HdrLvRFb,0.0812,0.404,0.706,1.86e-06,0.77,-6.276,0.0378,112.202,0.567
144S2OoUubFZNcQwIjpi6C,0.824,0.526,0.562,1.16e-06,0.176,-10.782,0.0295,104.701,0.517
69qKu7HJBpFMESIciFgVcg,0.00252,0.47,0.949,0.475,0.93,-5.673,0.045,117.158,0.829
3HA10vklRF61I5B1906K6d,0.691,0.537,0.707,0.785,0.132,-4.873,0.0291,110.06,0.771
1UTvxim9T0Wl1iddE0rWZV,0.0934,0.489,0.956,0.000524,0.822,-3.989,0.0429,137.074,0.827
3hG3eNz0dApLKJhMkWk8T9,0.628,0.622,0.377,0.00144,0.261,-9.393,0.0398,143.767,0.393
6tm5HuYqyBqS6oqVcg6QzJ,0.00953,0.563,0.803,0.00656,0.101,-8.232,0.0652,169.997,0.53
0t3FSBpEMhJCDWnARnNVnw,0.138,0.425,0.919,0.793,0.566,-2.684,0.0365,147.821,0.883
3pT6IfDS1kcOn4CHT1PE7q,0.221,0.33,0.895,0.737,0.408,-3.435,0.0399,144.945,0.54
1Y21NuYiedZZgHE2Ol5O7v,0.148,0.51,0.975,0.111,0.0805,-2.683,0.0395,135.335,0.942
1jCNV8q2UPFHaMiZBjvomk,0.126,0.568,0.789,0.0515,0.728,-6.731,0.0284,127.512,0.946
4uTQ3FJtWYqc84ARgQJT4Y,0.497,0.494,0.727,0.0,0.894,-7.673,0.0418,126.323,0.729
67eOiw9tprs6hAR88NFco0,0.154,0.437,0.793,4.88e-05,0.92,-5.255,0.0299,102.988,0.414
3DOHaAnbepGzj86MePrU6Z,0.0156,0.403,0.643,1.24e-05,0.266,-10.393,0.0424,170.037,0.847
61PkXmEcFjDP3PARubyUq6,0.467,0.442,0.382,0.0216,0.121,-5.295,0.0317,119.947,0.199
6HSMR3g3RNfIDUymhFSYiq,0.000158,0.568,0.938,0.664,0.0579,-4.737,0.0361,122.804,0.684
0TatWEWIZ3iT65ltkxn6w3,0.0754,0.479,0.981,0.00563,0.245,-1.712,0.071,82.412,0.671
13SUnVbXf66LB2F99DB0Gu,0.0211,0.741,0.872,2.91e-05,0.0789,-8.898,0.0711,107.706,0.923
7JOyX8cM9l8L2xReMFx0AL,0.234,0.414,0.915,0.0178,0.891,-4.406,0.0476,104.567,0.737
5fJvZrYNzWseoRV6xVtduE,0.148,0.589,0.967,2.17e-05,0.598,-3.799,0.0966,138.353,0.607
0L9upeBPGyAEVtJTeMS0NZ,0.473,0.466,0.831,0.831,0.322,-7.849,0.0343,95.548,0.885
4hTRileyEpgtFpZ64mYXkp,0.336,0.292,0.986,0.282,0.975,-5.827,0.131,149.383,0.179
7qOLXYcFU9PVezyEUDJUug,0.0404,0.509,0.753,0.822,0.169,-9.249,0.0328,80.8,0.968
2Pkq3etYG5Yfm7Gof55oNf,0.00868,0.377,0.981,5.01e-05,0.881,-6.038,0.0866,152.886,0.69
72ouej2NLCfJafvBqAeU4b,0.724,0.439,0.422,0.203,0.152,-8.384,0.0312,70.283,0.564
1XudeTABHeEFSMo0Nvuj7E,0.256,0.328,0.87,0.429,0.885,-4.573,0.0818,146.586,0.568
0I8eG64LUrPZlLYXSNadeu,0.249,0.417,0.851,0.124,0.2,-4.832,0.0324,97.712,0.537
0UieY2Pw1l8y8ayUNn0hwu,0.155,0.333,0.622,0.00016,0.234,-7.039,0.0281,73.157,0.467
2BA4wk0HsgJO9iyvKr8hiE,0.0114,0.513,0.881,0.0229,0.967,-6.142,0.0618,110.215,0.737
2e3CEykQphVrAFy8Ev7Svu,0.0119,0.48,0.984,0.0,0.31,-2.31,0.0937,140.402,0.495
2AJU84XDb04tidCmYrGrV0,0.115,0.364,0.929,0.00893,0.745,-4.521,0.142,141.693,0.509
6YHCmE0IM50ZlHUOIhuF9z,0.225,0.495,0.674,0.00218,0.907,-6.912,0.0268,79.515,0.498
5yk0ogEdLVrlGkJmYUhyXj,0.0702,0.214,0.96,0.0108,0.762,-3.1,0.0695,201.901,0.269
6aasxtx0u8Pa1jlFi7G11M,0.512,0.338,0.889,0.0143,0.958,-6.131,0.059,126.278,0.419
0wVliUg2jY2zvXbM7C7Tix,0.09,0.531,0.916,0.0155,0.964,-6.405,0.0469,116.173,0.663
36osgMPxo64G3ujBK21zRI,0.4,0.26,0.834,3.3e-05,0.755,-6.425,0.0703,78.94,0.49
3FLtUk0KqwUvxf55dck5f5,0.853,0.402,0.475,0.000165,0.171,-10.374,0.0364,87.016,0.34
2HoPE8J7lDHu3kyXDW43Tv,0.401,0.795,0.66,0.00623,0.0934,-10.836,0.0546,100.277,0.91
7mDFZWcMjo6UW0mexukXfG,0.166,0.372,0.982,0.00569,0.973,-2.956,0.165,140.288,0.488
57QkJpFsrUr9efIw1ujcjM,0.0124,0.225,0.965,0.0,0.969,-4.575,0.0905,147.127,0.263
095WtNlSHE8TMB2gQ1fdTx,0.000128,0.273,0.866,0.79,0.961,-7.598,0.0347,134.891,0.501
21rmz15GyUa3ZYO9h8OK77,0.00493,0.677,0.9,0.0663,0.0886,-6.565,0.049,121.54,0.529
47poegHSwgBJkSmKQGBJqX,0.0578,0.279,0.674,3.16e-06,0.107,-7.065,0.037,113.436,0.538
6tnb1C5ebS1nlTwHhTxoEm,0.0137,0.368,0.987,0.00329,0.96,-4.482,0.115,120.346,0.342
3zhYCguPxu1kLNnmIcv1bm,0.17,0.443,0.957,5.79e-06,0.924,-6.035,0.062,138.067,0.727
5gRW3Z8mcSweej2ECbFWTj,0.575,0.417,0.5,0.0883,0.102,-6.449,0.0263,130.531,0.241
3X4U8XtqiUBsFLHFOTGpv9,0.106,0.303,0.955,0.000564,0.906,-4.232,0.188,107.591,0.307
5gcJVrB4XI7g31G4WzzHj9,0.0166,0.475,0.987,0.0239,0.964,-4.37,0.0766,133.137,0.426
12jHGLXB0CsORLG0LECw9g,0.000129,0.273,0.866,0.784,0.962,-7.598,0.0346,134.906,0.513
0a70CfeKZci29qgYzHc3ZF,0.154,0.648,0.538,0.000125,0.165,-12.537,0.0283,104.408,0.763
7Ic4AV3xfh0s3FKFnJZKCK,0.564,0.63,0.384,5.49e-05,0.0993,-14.651,0.0394,88.586,0.614
3xesYGksubWd1EKLJ59iuZ,0.313,0.476,0.98,8.1e-06,0.914,-3.714,0.0731,132.913,0.634
2AJRdtmk5arBnjCeTkIvKA,0.312,0.24,0.984,0.349,0.498,-3.495,0.115,189.6,0.413
1w7TFzmtOJqk9D6lunUgaS,0.00133,0.494,0.781,0.0444,0.305,-4.527,0.0385,126.163,0.658
7jq7FzX54N5h1swZhn4bt9,0.0247,0.33,0.96,0.00585,0.044,-1.014,0.204,179.524,0.624
6hj21oRxxCDYih9WXyq8ez,0.0583,0.435,0.788,0.378,0.12,-5.72,0.0332,111.292,0.583
1KNAcsfbvGvUyRepqrO2QM,0.188,0.7,0.811,0.55,0.256,-11.837,0.0589,130.895,0.891
1kHsnrZl224hlOWgdAKNo8,0.613,0.27,0.702,0.0,0.941,-8.098,0.0435,82.765,0.395
1cPJhjmaQqI3ybmeT3BQDi,0.344,0.451,0.726,0.0144,0.223,-6.991,0.0436,111.422,0.412
7szoUtWQkA6k3FSogwdMYv,0.504,0.667,0.605,0.014,0.246,-5.683,0.0258,94.346,0.69
6Qmbp7e6DgWUvzpcbXAsFf,0.522,0.301,0.732,1.06e-06,0.685,-6.627,0.0654,172.76,0.383
5QYMRtC0ZL9eB4cWRAljd0,0.571,0.494,0.7,0.000224,0.161,-9.661,0.0478,112.031,0.704
3PMYWExjMQCel9SlWfEmBo,0.188,0.403,0.986,0.0332,0.991,-2.554,0.0623,136.579,0.735
1mEX2YRSnhc08Qd5CU2SAq,0.711,0.325,0.793,0.0188,0.834,-4.962,0.0893,201.171,0.834
1q2O7ZcZOcUH9q66vNNPaB,0.369,0.287,0.757,0.0,0.729,-6.57,0.0455,78.74,0.452
1UtHyDuh9FijqGHcLgAKUm,0.0178,0.598,0.796,0.176,0.0496,-10.598,0.0502,116.343,0.563
2hrJ6T9Cv5ygwJcu4LwUCk,0.0123,0.326,0.878,0.383,0.307,-7.672,0.0569,127.125,0.756
4KnDbxpvR44c6XaNHTWF1A,0.0177,0.289,0.989,0.00313,0.795,-4.417,0.125,155.806,0.489
2umCeOgJPgmfuEONmZa2lc,0.0259,0.603,0.968,0.00772,0.375,-5.021,0.178,122.732,0.375
0GhzPttY0cgrvi694uy2mt,0.273,0.364,0.702,4.43e-05,0.972,-6.247,0.0293,83.721,0.324
0LQuXd8h0Ee8b6jGLdqxw2,0.499,0.567,0.566,0.262,0.554,-9.602,0.0492,98.307,0.764
0h7tNrw7CLaR1J0M4Kfwms,0.0568,0.591,0.809,0.00836,0.796,-10.479,0.0328,129.421,0.842
3zwIfyNb9buM2xquvR114h,0.0943,0.395,0.579,0.0925,0.176,-7.565,0.0341,90.443,0.218
4OLqHWo1pzyd6JZlo73Hfm,0.00537,0.404,0.871,0.0,0.63,-5.118,0.0411,142.464,0.828
2rajTnf8L1GA90d0E9FQAp,0.558,0.557,0.827,0.00563,0.109,-11.175,0.0541,123.09,0.79
6hUpn5boSmRM52R9CICsME,0.657,0.377,0.488,0.0473,0.0878,-10.523,0.0399,73.025,0.375
7JjPN9WHocmLzq455jvfZO,0.182,0.311,0.905,0.0001,0.948,-5.523,0.116,119.406,0.35
3PbtMSzzZWhHSJHKazxUFU,0.0282,0.331,0.918,0.00548,0.464,-5.602,0.0432,131.647,0.613
6mNlcv6vQzGfRI4kEkiSM5,0.0211,0.356,0.816,0.000107,0.644,-5.552,0.0491,71.211,0.546
2OzKSJvmGCUsiuMlS2EF5N,0.00699,0.475,0.908,0.043,0.319,-3.087,0.0419,78.362,0.564
21IDhQdkP09llnL1HoH3EO,0.267,0.672,0.715,0.000293,0.0878,-10.052,0.072,85.108,0.959
4PEamNI5gvkWl9ITQi86x1,0.303,0.533,0.898,0.327,0.233,-4.465,0.0586,116.193,0.818
1a4BmdKkz56SERLEoWJNc8,0.429,0.436,0.724,0.00274,0.0523,-2.89,0.0313,73.698,0.277
3JsWU9n9kRR3c6piMh2E3S,0.159,0.404,0.932,0.0188,0.964,-5.215,0.0687,119.163,0.441
0sp7g00CMmfLXP4DWl4NRe,0.0989,0.457,0.958,0.0405,0.979,-3.563,0.0455,120.624,0.783
705STzhw6hbpB8VMPZRm8T,0.185,0.476,0.884,0.0606,0.589,-5.513,0.0455,115.307,0.638
4gEaCKxWXhwTuFdaS9uq1F,0.68,0.559,0.791,0.0,0.323,-7.73,0.0498,140.827,0.552
49NFwcYn4wESIHOHwheb7R,0.407,0.299,0.446,0.0147,0.613,-8.859,0.0291,125.708,0.346
0TzeXNspDRoaTzhnxgXG9X,0.134,0.508,0.943,0.00852,0.337,-4.57,0.0926,115.905,0.755
6bfEROTTedGsYPKzg6Agkq,0.178,0.374,0.954,0.908,0.988,-7.062,0.0766,140.934,0.582
0UycNMER7WTsH1edRSsTf3,0.141,0.528,0.978,0.00669,0.406,-2.213,0.119,127.681,0.619
5Cg7c6lV6pzfEuSYugmPD2,0.244,0.441,0.959,0.000873,0.431,-4.508,0.113,154.861,0.727
0nqhje0KL5GccsNDvPFd5r,0.283,0.784,0.827,0.000599,0.0585,-5.384,0.0582,100.1,0.866
6z0Yz6aGF4NNyAGSAZbED9,0.0271,0.38,0.965,0.895,0.397,-6.457,0.0744,85.183,0.483
2Dt8ceipgqRsDxln0aV83Q,0.466,0.634,0.758,0.743,0.882,-8.689,0.0302,141.559,0.965
0Vus9rdcVHhodY4IsvgCjo,0.27,0.634,0.887,0.00462,0.605,-5.286,0.0324,124.832,0.85
1SBaSJ0M9qs2S4Rv0wkzaV,0.333,0.431,0.983,0.798,0.921,-3.722,0.0856,130.594,0.365
68jFcL2HZImEbSWIboVn9Y,0.24,0.583,0.982,0.000667,0.973,-4.429,0.166,109.012,0.384
3X26bzhLBsi0qTWZPmTL0Z,0.489,0.378,0.882,0.00179,0.985,-3.835,0.0855,137.975,0.676
1GdvXnOtJfvR8SLPcJQjyw,0.674,0.285,0.895,0.315,0.917,-5.067,0.168,196.231,0.715
6OqrmslFQYvd2GOP9ERBVP,0.185,0.281,0.9,0.145,0.918,-5.72,0.0804,129.685,0.342
2BKNenEvMjyXGbsIlr5x0Z,0.467,0.442,0.382,0.0216,0.121,-5.295,0.0317,119.947,0.199
7Ao4vrrWdPFoT6NgylPfQx,0.193,0.228,0.953,0.000442,0.972,-4.733,0.102,88.625,0.48
7k1bo4ZVPHL3Ofu2Sqhyb2,0.0517,0.319,0.888,0.0199,0.202,-4.9,0.0353,115.509,0.615
4gzzyPv9SCan7nhGMk7Kgv,0.159,0.501,0.931,0.0,0.357,-2.386,0.0472,94.228,0.854
1my92Wv8c2WWZCj8XzcMKm,0.659,0.359,0.875,1.19e-05,0.961,-5.184,0.0474,108.143,0.526
7i0GRg4OOImfw5DDGka9mP,0.000298,0.437,0.911,0.64,0.966,-6.859,0.0372,144.338,0.885
0v8L2VNhbCaBu9MmXc7rF6,0.0144,0.53,0.863,0.0989,0.587,-6.652,0.0358,139.991,0.742
7BAZf6smEuoAqMDS9nN2I6,0.318,0.742,0.531,0.0373,0.558,-8.681,0.0436,122.221,0.736
4Gb2izWLauOK4jQF3s1b8C,0.0664,0.232,0.991,0.639,0.979,-2.749,0.138,144.031,0.178
0PCFGGlFATjPB9YhDw0fxR,0.113,0.477,0.933,0.0107,0.956,-4.95,0.22,119.985,0.396
201TH5v5ZYdAMFAcySYoVJ,0.0137,0.421,0.953,0.113,0.971,-5.438,0.152,78.932,0.228
31fu5f26ju7h7gTZ4yLgLy,0.000194,0.294,0.962,0.221,0.95,-6.013,0.0808,118.193,0.601
5JYx98cbTYQoEwdJzChyDN,0.444,0.374,0.784,6.83e-05,0.131,-6.621,0.0832,134.467,0.347
66ViZwmer5nrWGOraKP5zH,0.432,0.62,0.591,0.91,0.102,-12.908,0.0583,132.329,0.812
72djY4kbSGzDFGPJrIOs2T,0.469,0.576,0.605,0.635,0.119,-12.491,0.0595,90.374,0.712
4svypSgDdTQJBROFYhY0cf,0.221,0.372,0.926,0.0365,0.153,-5.596,0.085,116.1,0.585
3fnMRX5IOYvWewDfl6fHxd,0.728,0.653,0.461,0.00384,0.0992,-9.633,0.0429,82.025,0.626
4XAUVujd1L9ZF8yeYOTYQJ,0.295,0.687,0.639,0.00708,0.0713,-9.34,0.0443,84.863,0.83
19SE6FaYLOADfDB58rZ2VC,0.344,0.265,0.975,1.6e-05,0.85,-2.452,0.208,187.299,0.215
1SJzZDVWUiBvMfMk4xukqv,0.329,0.298,0.857,0.000267,0.976,-3.417,0.0808,181.995,0.637
2rKizlW2LH5X3chBJFR1Xm,0.0678,0.412,0.971,0.000789,0.974,-4.804,0.0751,136.124,0.527
